ID белка,Название семейства/белка,Описание предсказания,Источник предсказания,Вхождение из orf,ORF,id_prefix,coords,strand
HV511037_22,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037,4642-4421,-
HV511037_22,-,Hydrophobic region of a signal peptide.,Phobius,-,-,HV511037,4642-4421,-
HV511037_22,-,Signal peptide region,Phobius,-,-,HV511037,4642-4421,-
HV511037_22,-,N-terminal region of a signal peptide.,Phobius,-,-,HV511037,4642-4421,-
HV511037_22,-,C-terminal region of a signal peptide.,Phobius,-,-,HV511037,4642-4421,-
HV511037_22,-,SignalP-noTM,SignalP_EUK,-,-,HV511037,4642-4421,-
HV511037_33,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037,2352-1864,-
HV511037_33,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037,2352-1864,-
HV511037_33,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HV511037,2352-1864,-
HV511037_33,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HV511037,2352-1864,-
HUANSSPS_35,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HUANSSPS,2238-1858,-
HUANSSPS_35,-,Signal peptide region,Phobius,-,-,HUANSSPS,2238-1858,-
HUANSSPS_35,-,C-terminal region of a signal peptide.,Phobius,-,-,HUANSSPS,2238-1858,-
HUANSSPS_35,-,N-terminal region of a signal peptide.,Phobius,-,-,HUANSSPS,2238-1858,-
HUANSSPS_35,-,Hydrophobic region of a signal peptide.,Phobius,-,-,HUANSSPS,2238-1858,-
HV511037_20,-,SignalP-TM,SignalP_GRAM_POSITIVE,-,-,HV511037,5833-5654,-
HV511037_31,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037,2560-2282,-
HV511037_31,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037,2560-2282,-
HV511037_31,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HV511037,2560-2282,-
HV511037_31,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HV511037,2560-2282,-
HV511037_31,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HV511037,2560-2282,-
HUANSSPS_10,-,ps-ssRNAv_Astroviridae_RdRp,CDD,-,-,HUANSSPS,2773-4329,+
HUANSSPS_10,"RNA-directed RNA polymerase, catalytic domain",RdRp of positive ssRNA viruses catalytic domain profile.,ProSiteProfiles,-,-,HUANSSPS,2773-4329,+
HUANSSPS_10,Reverse transcriptase/Diguanylate cyclase domain,-,Gene3D,-,-,HUANSSPS,2773-4329,+
HUANSSPS_10,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,,1B,HUANSSPS,2773-4329,+
HUANSSPS_10,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,HUANSSPS,2773-4329,+
HUANSSPS_13,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HUANSSPS,6213-6482,+
HUANSSPS_13,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS,6213-6482,+
HUANSSPS_13,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HUANSSPS,6213-6482,+
HUANSSPS_13,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS,6213-6482,+
HUANSSPS_13,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HUANSSPS,6213-6482,+
HV511037_29,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037,3019-2702,-
HV511037_29,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037,3019-2702,-
HV511037_29,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HV511037,3019-2702,-
HV511037_29,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HV511037,3019-2702,-
HV511037_29,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037,3019-2702,-
HV511037_29,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037,3019-2702,-
MN032977_56,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN032977,6674-498,-
MN032977_56,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN032977,6674-498,-
MN032977_56,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN032977,6674-498,-
MN032977_56,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,MN032977,6674-498,-
MN032977_56,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN032977,6674-498,-
MN032977_56,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN032977,6674-498,-
MN032977_56,-,consensus disorder prediction,MobiDBLite,-,-,MN032977,6674-498,-
MN032977_56,-,consensus disorder prediction,MobiDBLite,-,-,MN032977,6674-498,-
MN032977_56,-,consensus disorder prediction,MobiDBLite,-,-,MN032977,6674-498,-
MN032977_56,-,consensus disorder prediction,MobiDBLite,-,-,MN032977,6674-498,-
MN032977_56,-,consensus disorder prediction,MobiDBLite,-,-,MN032977,6674-498,-
MN032977_56,-,consensus disorder prediction,MobiDBLite,-,-,MN032977,6674-498,-
MN032977_56,-,consensus disorder prediction,MobiDBLite,-,-,MN032977,6674-498,-
MN032977_56,-,consensus disorder prediction,MobiDBLite,-,-,MN032977,6674-498,-
MN032977_56,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN032977,6674-498,-
MN032977_56,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,,1B,MN032977,6674-498,-
MN032977_56,"Icosahedral viral capsid protein, S domain",Viral coat protein (S domain),Pfam,,Picorna,MN032977,6674-498,-
MN032977_56,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN032977,6674-498,-
MN032977_56,Reverse transcriptase/Diguanylate cyclase domain,-,Gene3D,-,-,MN032977,6674-498,-
MN032977_56,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN032977,6674-498,-
MN032977_56,"Peptidase S1, PA clan",Trypsin-like serine proteases,SUPERFAMILY,,1A,MN032977,6674-498,-
MN032977_56,-,Positive stranded ssRNA viruses,SUPERFAMILY,,NotSpecific,MN032977,6674-498,-
MN032977_56,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN032977,6674-498,-
MN032977_56,Viral coat protein subunit,-,Gene3D,-,-,MN032977,6674-498,-
MN032977_56,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN032977,6674-498,-
MN032977_56,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN032977,6674-498,-
MN032977_56,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN032977,6674-498,-
MN032977_56,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN032977,6674-498,-
MN032977_56,"RNA-directed RNA polymerase, catalytic domain",RdRp of positive ssRNA viruses catalytic domain profile.,ProSiteProfiles,-,-,MN032977,6674-498,-
MN032977_56,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN032977,6674-498,-
MN032977_56,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN032977,6674-498,-
HV511037_3,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037,1959-2138,+
HV511037_3,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037,1959-2138,+
HV511037_3,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HV511037,1959-2138,+
HUANSSPS_26,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS,4603-4430,-
HUANSSPS_26,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HUANSSPS,4603-4430,-
HUANSSPS_26,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HUANSSPS,4603-4430,-
HUANSSPS_26,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HUANSSPS,4603-4430,-
HUANSSPS_25,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HUANSSPS,4683-4501,-
HUANSSPS_25,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HUANSSPS,4683-4501,-
HUANSSPS_25,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HUANSSPS,4683-4501,-
HUANSSPS_25,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS,4683-4501,-
HUANSSPS_27,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS,4449-4264,-
HUANSSPS_27,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HUANSSPS,4449-4264,-
HUANSSPS_27,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HUANSSPS,4449-4264,-
HUANSSPS_27,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HUANSSPS,4449-4264,-
HUANSSPS_18,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HUANSSPS,6634-6368,-
HUANSSPS_18,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS,6634-6368,-
HUANSSPS_18,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HUANSSPS,6634-6368,-
HUANSSPS_18,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HUANSSPS,6634-6368,-
HUANSSPS_5,-,consensus disorder prediction,MobiDBLite,-,-,HUANSSPS,1753-1914,+
HV511037_16,-,Coil,Coils,-,-,HV511037,4472-6619,+
HV511037_16,-,Coil,Coils,-,-,HV511037,4472-6619,+
HV511037_16,Viral coat protein subunit,-,Gene3D,-,-,HV511037,4472-6619,+
HV511037_16,"Astrovirus capsid protein, inner core domain",Astrovirus capsid protein nucleoplasmin-like domain,Pfam,,2,HV511037,4472-6619,+
HV511037_16,-,consensus disorder prediction,MobiDBLite,-,-,HV511037,4472-6619,+
HV511037_16,-,consensus disorder prediction,MobiDBLite,-,-,HV511037,4472-6619,+
HV511037_16,-,consensus disorder prediction,MobiDBLite,-,-,HV511037,4472-6619,+
HV511037_16,-,consensus disorder prediction,MobiDBLite,-,-,HV511037,4472-6619,+
HV511037_16,-,consensus disorder prediction,MobiDBLite,-,-,HV511037,4472-6619,+
HV511037_40,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037,607-110,-
HV511037_40,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HV511037,607-110,-
HV511037_40,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037,607-110,-
HV511037_40,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HV511037,607-110,-
HUANSSPS_1,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HUANSSPS,3-161,+
